record_id,event_type,timestamp_start,timestamp_end,collector_receive_time,ingest_source,schema_version,subscriber_id,account_number,customer_type,enterprise_tenant_id,pii_masked,aaa_session_id,aaa_start_time,aaa_end_time,access_type,bng_id,nas_ip,nas_port,vlan_id,pppoe_session_id,dhcp_lease_id,src_ip,src_port,src_ipv6,src_mac,device_os,device_type,user_agent,dst_ip,dst_port,dst_ipv6,domain,server_asn,server_country,server_city,nat_session_id,nat_public_ip,nat_public_port,nat_pool_id,cgnat_box_id,l3_proto,l4_proto,app_proto,tls_cipher,qos_class,policy_id,policy_action,bytes_up,bytes_down,pkts_up,pkts_down,duration_sec,tcp_syn,tcp_fin,tcp_rst,tcp_retrans,latency_ms,jitter_ms,loss_pct,dns_query,dns_response_ip,dns_rcode,imsi,imei,msisdn,apn,cell_id,pop_id,access_country,access_city,access_longitude,access_latitude,threat_indicator,threat_feed,threat_severity,threat_confidence,service_plan,quota_consumed_mb,billing_rated,warrant_case_id,access_purpose,confidence,deduped,checksum,processing_node
62b7de54-e0b1-4351-a9bc-6138aba70f9c,nat_release,2025-08-20T23:16:57.527657+00:00,2025-08-21T00:10:43.527657+00:00,2025-08-21T00:10:43.527657+00:00,dpi-blr-01,1.0,sub_546256cb,ACCT-586289,Enterprise,,True,r-11c9f2,2025-08-20T22:35:57.527657+00:00,2025-08-21T00:17:43.527657+00:00,3G,bng-pune-01,209.222.37.246,37817,,pppoe-6b3546,,10.81.227.34,38507,,11:bd:ad:42:9f:8c,Android,PC,curl/8.0.1,63.168.250.135,16847,,video.initech.info,35958,US,Bengaluru,nat-ac2435,57.167.205.140,55789,pool-15,cgn-06,IPv4,TCP,POP3,TLS1.3-CHACHA20,CS0,pol-0463,quarantine,26100228,95051584,193469,382075,3226,49,19,8,79,60.25,1.4,0.612,news.initech.in,193.106.172.100,SERVFAIL,,,917516034375,,cell-8876,pop-DEL,IN,Lucknow,77.368054041488,12.355792143043104,phishing,,0,0.0,Pro-500Mbps,74616,True,,security_analytics,0.94,False,b90dc2c779de46e8b6cdcbeb9b229cbf,proc-blr-01
24fec8d9-c067-469d-9d9e-9c9c5cf21bdd,nat_release,2025-08-21T10:27:26.527657+00:00,2025-08-21T11:15:10.527657+00:00,2025-08-21T11:15:11.527657+00:00,dpi-pune-02,1.0,sub_e827aa7b,ACCT-893565,Enterprise,,True,r-bd804d,2025-08-21T09:51:26.527657+00:00,2025-08-21T11:19:10.527657+00:00,3G,bng-pune-04,189.204.194.90,45417,,,,172.19.159.205,14457,,84:98:71:f2:0f:c2,Linux,Server,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,199.171.202.105,56802,613:46f4:61d4:f70d:c443:37e8:b815:8a81,news.contoso.ai,37608,SG,Nagpur,nat-ce9839,103.76.6.225,62644,pool-03,cgn-07,DualStack,TCP,RTP,TLS1.2-AES128-GCM,CS0,pol-0224,mirror,36347890,77596475,76319,335760,2864,8,2,9,115,58.66,4.8,1.501,cdn.initech.io,216.126.17.243,NXDOMAIN,,,912973149705,,,pop-PUN,IN,Nagpur,85.1097590973077,25.54663136106569,,,0,0.73,Pro-500Mbps,107047,True,,,0.92,True,64f57e68d207404faea56acb8bc09366,proc-mumbai-02
69592703-694c-4eea-8da3-b9526c8c2335,threat_hit,2025-08-20T23:43:52.527657+00:00,2025-08-21T00:35:28.527657+00:00,2025-08-21T00:35:31.527657+00:00,dpi-pune-01,1.0,sub_122afe0a,ACCT-305028,Government,ENT-GLOBEX,True,r-4e7d1e,2025-08-20T23:21:52.527657+00:00,2025-08-21T00:36:28.527657+00:00,DSL,bng-delhi-01,5.48.217.197,61102,3634.0,pppoe-824769,dhcp-3e372a,172.27.11.98,22798,,f4:b7:70:f4:d9:b1,IoT-Embedded,Tablet,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,212.3.159.178,41749,df04:2cf:2720:f999:4691:f36b:a246:e4ad,login.umbrella.io,26203,CA,Chandigarh,nat-04c07d,134.44.182.157,8331,pool-06,cgn-09,IPv4,GRE,FTP,None,CS0,pol-0122,mirror,8795960,86846276,165338,475257,3096,50,42,8,21,49.06,3.61,0.691,,163.77.246.59,NXDOMAIN,,,,,,pop-PUN,IN,Chennai,80.76909054845744,14.947354893056175,botnet,,0,0.0,Basic-50Mbps,116930,False,,,0.98,False,7cc14387f0a54520adeb88a7b019be51,proc-blr-01
3cc6fca9-5231-44c4-a22c-960745be645d,heartbeat,2025-08-21T04:45:47.527657+00:00,2025-08-21T04:55:23.527657+00:00,2025-08-21T04:55:23.527657+00:00,dpi-blr-03,1.0,sub_fb447a05,ACCT-920111,Retail,ENT-ACME,True,r-1b5cba,2025-08-21T03:48:47.527657+00:00,2025-08-21T05:01:23.527657+00:00,5G,bng-blr-04,138.41.103.197,14907,481.0,pppoe-b63b18,dhcp-66f588,192.168.119.229,26009,821:eebb:16e8:b454:afbe:9be9:3e52:2feb,d4:12:cf:ae:54:c6,Linux,IoT,okhttp/4.9.3 Android,87.138.62.196,15338,,api.fabrikam.io,2592,AE,Noida,nat-05407d,180.239.251.127,48662,pool-07,cgn-02,DualStack,ICMP,RTMP,TLS1.3-CHACHA20,BestEffort,pol-0219,allow,48567293,194967795,177013,64516,576,11,18,5,70,41.08,7.7,2.218,stark.in,,NXDOMAIN,,,,,,pop-DEL,IN,Noida,74.23511708332052,27.481189715727265,,,0,0.0,Enterprise-1G,38394,True,,,0.96,True,053ed1fb562a4967ba875e650548763e,proc-delhi-01
277d567f-3af8-4244-8bc6-2b1c4193c18f,session_start,2025-08-21T15:05:10.527657+00:00,2025-08-21T15:09:07.527657+00:00,2025-08-21T15:09:10.527657+00:00,dpi-delhi-01,1.0,sub_48d0ca2f,ACCT-193671,Retail,,True,r-5e08d7,2025-08-21T14:31:10.527657+00:00,2025-08-21T15:18:07.527657+00:00,5G,bng-pune-02,252.124.27.58,19475,,pppoe-5c7d40,dhcp-bb7b02,172.17.39.126,10829,63fe:4e39:a480:8c7:4748:82fe:d904:3268,91:fd:04:fd:e5:7b,Router,PC,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,128.158.20.80,46122,a910:c03c:79fd:54ef:1200:bd90:fe1c:2c07,mail.initech.co,54268,GB,Nagpur,nat-089d3c,53.9.87.19,6349,pool-17,cgn-09,DualStack,GRE,HTTP,TLS1.2-AES128-GCM,AF41,pol-0231,deny,14058761,107876838,46492,262613,237,21,16,9,139,57.94,0.98,0.0,,,NXDOMAIN,,687434751989295,,,,pop-PUN,IN,Ahmedabad,71.81685865844086,32.50715530536203,,,0,0.0,Plus-200Mbps,148679,True,,,0.98,False,70b729fb3438497b85f34617360666c7,proc-delhi-01
a387b3eb-2dca-41b7-9535-c3bba35bb491,heartbeat,2025-08-21T07:29:42.527657+00:00,2025-08-21T08:24:16.527657+00:00,2025-08-21T08:24:16.527657+00:00,dpi-mumbai-01,1.0,sub_49f8961b,ACCT-191954,Retail,ENT-ACME,True,r-3b515f,2025-08-21T07:10:42.527657+00:00,2025-08-21T08:27:16.527657+00:00,DSL,bng-mumbai-03,135.194.161.68,21537,944.0,pppoe-ff4683,,172.25.252.202,8653,,d6:08:b6:6c:1d:50,Linux,Router,okhttp/4.9.3 Android,200.213.87.171,38782,ffc9:29a4:6f92:c196:ddde:ea8:2891:473d,api.stark.info,22292,GB,Chennai,nat-18c82c,245.131.122.15,21422,pool-07,cgn-07,IPv4,SCTP,MQTT,TLS1.3-CHACHA20,AF21,pol-0333,deny,19657327,188985937,64100,127936,3274,23,33,8,94,58.79,4.02,0.0,,251.252.5.190,NXDOMAIN,,,,,,pop-BLR,IN,Noida,72.21833865906689,13.581441354081639,,,0,0.0,Pro-500Mbps,27849,False,,,0.95,True,db00dda4661446958663750ed9dd8f55,proc-blr-01
d48023e5-ee67-441b-a7d9-071c45a66742,policy_match,2025-08-21T10:01:19.527657+00:00,2025-08-21T10:32:45.527657+00:00,2025-08-21T10:32:46.527657+00:00,dpi-hyd-03,1.0,sub_b4528b70,ACCT-274843,Retail,GOV-DELHI,True,r-a1d868,2025-08-21T09:22:19.527657+00:00,2025-08-21T10:32:45.527657+00:00,3G,bng-pune-03,87.95.93.63,4140,1901.0,pppoe-4237ca,dhcp-82fd6c,192.168.175.129,11432,c258:b795:b894:3c04:6a08:3af:fc84:8e09,9b:14:ea:98:ec:bc,Windows,Mobile,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,55.69.95.180,11410,3a0:7a52:a1bb:a9cc:ed6:92e4:1dd6:e756,contoso.io,36409,DE,Jaipur,nat-a82f31,4.40.138.11,51115,pool-01,cgn-05,IPv6,SCTP,RTSP,TLS1.2-AES128-GCM,AF31,pol-0478,allow,28606761,151931837,58057,493940,1886,25,23,5,83,36.44,4.09,1.029,cdn.wayne.co,117.242.112.43,NOERROR,,,,,,pop-DEL,IN,Chennai,93.63764993169762,26.60557945145194,,,0,0.0,Enterprise-1G,34552,False,,,0.9,False,cfa28398e4c745679e5a8736699b954d,proc-mumbai-02
4eeff270-b351-4f86-a268-dd2a9c92eb07,session_end,2025-08-21T05:08:35.527657+00:00,2025-08-21T06:05:06.527657+00:00,2025-08-21T06:05:06.527657+00:00,dpi-pune-01,1.0,sub_d2cf0669,ACCT-769947,Retail,ENT-GLOBEX,True,r-abb49a,2025-08-21T04:26:35.527657+00:00,2025-08-21T06:11:06.527657+00:00,DOCSIS,bng-pune-01,243.104.242.85,7881,,,dhcp-7ba1d5,10.253.58.204,24429,,15:cb:f1:d0:2b:20,Router,IoT,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,118.129.62.252,50763,,api.umbrella.org,38533,DE,Pune,nat-440995,134.83.85.67,60797,pool-17,cgn-04,IPv6,ICMP,POP3,TLS1.3-AES256-GCM,BestEffort,pol-0153,alert_only,3672365,137391987,31068,217343,3391,1,12,10,166,22.72,4.97,0.0,acme.gov,,NXDOMAIN,,,,,,pop-MUM,IN,New Delhi,74.9451871677735,9.103661314045933,malicious_ip,,0,0.0,Enterprise-1G,60816,True,,,0.91,False,bc6873ce6c3f4db8b587690c9c767de7,proc-blr-01
272e941d-b0e9-46fe-a1e1-14702403da24,heartbeat,2025-08-20T18:32:13.527657+00:00,2025-08-20T18:47:02.527657+00:00,2025-08-20T18:47:02.527657+00:00,dpi-delhi-03,1.0,sub_faefc85a,ACCT-808995,Enterprise,ENT-ACME,True,r-3fa791,2025-08-20T18:17:13.527657+00:00,2025-08-20T18:48:02.527657+00:00,3G,bng-mumbai-01,141.146.46.204,54168,,,dhcp-c58bce,192.168.234.38,3648,2df6:1f3e:f876:7a8d:6e46:2b89:6851:b027,2d:8d:cb:50:3e:8d,iOS,Mobile,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",34.229.148.249,35523,,www.stark.info,53501,AU,Chennai,nat-d882ba,46.156.80.145,43552,pool-13,cgn-07,IPv6,TCP,BGP,TLS1.2-AES128-GCM,CS5,pol-0112,quarantine,32826422,166313663,106149,481061,889,9,49,4,5,44.52,7.01,0.0,,179.217.26.81,,,,,,,pop-PUN,IN,Kolkata,77.34273598362653,29.78842267579291,,CommercialTI,0,0.0,Plus-200Mbps,113293,True,CASE-7520,,0.92,False,f776c054aa28430f92e196c146ca214d,proc-mumbai-02
b945517b-b9ee-4057-84f8-a90076aef674,nat_release,2025-08-20T21:28:12.527657+00:00,2025-08-20T21:47:00.527657+00:00,2025-08-20T21:47:03.527657+00:00,dpi-hyd-01,1.0,sub_00d989ff,ACCT-152596,Retail,ENT-GLOBEX,True,r-02ad05,2025-08-20T20:55:12.527657+00:00,2025-08-20T21:48:00.527657+00:00,DSL,bng-delhi-03,217.65.118.53,27769,197.0,pppoe-0a784b,dhcp-7e8438,192.168.15.42,58196,,11:cf:6e:01:75:12,iOS,Tablet,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0 Safari/537.36",132.143.109.52,35912,e3a6:31c8:cbf9:694:777:6d02:c2c3:f138,api.soylent.ai,24385,NL,Jaipur,nat-646d79,134.162.154.207,41200,pool-20,cgn-01,DualStack,UDP,BGP,None,AF41,pol-0426,deny,41209671,77171220,83370,128267,1128,14,41,3,11,56.67,1.13,1.02,,41.49.187.254,,295790246046358,,918336788398,,,pop-DEL,IN,Chandigarh,71.56387096394528,36.047298826523665,tor_exit,,0,0.64,Basic-50Mbps,52085,True,,security_analytics,0.98,True,67a4925aec6e43b39946b141c73b17d7,proc-blr-01
d149631c-4af9-4ba4-ba67-a4d6fabba36b,session_start,2025-08-21T10:03:19.527657+00:00,2025-08-21T10:18:35.527657+00:00,2025-08-21T10:18:36.527657+00:00,dpi-hyd-01,1.0,sub_08b11907,ACCT-213517,Retail,ENT-ACME,True,r-c4d1ac,2025-08-21T09:15:19.527657+00:00,2025-08-21T10:23:35.527657+00:00,FTTH,bng-pune-04,243.40.254.164,51884,,,,172.28.151.189,47870,,7a:e4:23:a5:48:d1,Windows,IoT,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",125.59.83.22,8968,652b:3392:bc7e:cad0:7b4b:9e81:c821:9856,api.fabrikam.com,50946,JP,Pune,nat-55ad15,251.41.106.229,36844,pool-07,cgn-10,IPv6,SCTP,BGP,TLS1.3-AES256-GCM,BestEffort,pol-0312,rate_limit,13755037,143614005,55432,499734,916,14,31,4,199,38.91,2.3,0.746,,209.125.85.126,,,,,,,pop-DEL,IN,Kolkata,93.31146704837846,17.982109342884762,c2_domain,,0,0.0,Enterprise-1G,111761,True,,,0.98,True,231747429afa473ab2d7979a25fd0cc8,proc-mumbai-02
5873fac7-93ba-4f36-87d4-f868928c1a18,dns_response,2025-08-21T03:57:53.527657+00:00,2025-08-21T04:48:46.527657+00:00,2025-08-21T04:48:46.527657+00:00,dpi-pune-01,1.0,sub_798c1aaf,ACCT-194656,Enterprise,ENT-ACME,True,r-b952fc,2025-08-21T03:28:53.527657+00:00,2025-08-21T04:54:46.527657+00:00,DSL,bng-pune-02,86.219.48.105,59300,,,,10.243.158.105,6796,ea32:9346:257f:4274:8261:117d:55ab:6aea,9a:c8:3d:08:0c:11,IoT-Embedded,Mobile,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,135.212.121.168,21332,,video.hooli.net,49654,SE,Chandigarh,nat-aa73c9,190.30.19.55,15908,pool-07,cgn-06,DualStack,QUIC,DNS,None,AF31,pol-0240,allow,22945970,13118545,58777,387087,3053,38,27,5,120,32.52,5.62,1.24,,,,,020445682913064,,internet,,pop-HYD,IN,Gurugram,83.05385610838371,30.192174115077155,,,0,0.0,Pro-500Mbps,93686,False,,,0.96,True,bc1520faef15410e827e0b13e73b45d5,proc-mumbai-02
